Date,Result,Hero,Duration,KDA
26/11/14,Won ,Earth Spirit,38:44:00,10/5/24
26/11/14,Lost,Earth Spirit,49:40:00,6/6/21
25/11/14,Lost,Chen,43:20:00,0/6/11
25/11/14,Won ,Earth Spirit,40:54:00,9/2/25
25/11/14,Won ,Earth Spirit,50:30:00,11/6/26
25/11/14,Lost,Earth Spirit,1:04:37,4/3/18
25/11/14,Won ,Earth Spirit,56:02:00,9/8/22
24/11/14,Lost,Naga Siren,48:40:00,2/6/08
24/11/14,Lost,Axe,59:19:00,8/14/7
24/11/14,Won ,Earth Spirit,39:28:00,6/4/14
24/11/14,Won ,Axe,33:45:00,14/4/10
24/11/14,Won ,Earth Spirit,28:54:00,5/3/19
24/11/14,Lost,Phantom Assassin,52:44:00,14/7/08
24/11/14,Won ,Ember Spirit,37:03:00,16/1/06
23/11/14,Lost,Templar Assassin,31:44:00,5/7/01
23/11/14,Won ,Earth Spirit,42:17:00,7/5/15
23/11/14,Lost,Earth Spirit,44:54:00,7/9/11
23/11/14,Won ,Templar Assassin,1:00:51,16/8/06
16/7/16,Won ,Earth Spirit,35:58:00,9/2/16
22/11/14,Won ,Earth Spirit,32:52:00,9/0/21
21/11/14,Won ,Enchantress,35:06:00,7/2/12
7/10/14,Lost,Clinkz,47:23:00,15/5/13
7/10/14,Lost,Templar Assassin,46:55:00,10/6/07
6/10/14,Won ,Templar Assassin,43:15:00,30/4/09
5/10/14,Lost,Legion Commander,56:19:00,13/13/13
5/10/14,Won ,Phoenix,1:06:49,4/6/30
5/10/14,Won ,Axe,50:18:00,14/9/09
5/10/14,Lost,Bloodseeker,35:53:00,10/11/05
26/9/14,Lost,Bloodseeker,43:29:00,1/7/14
26/9/14,Lost,Bloodseeker,1:01:42,7/12/20
26/9/14,Lost,Sniper,49:48:00,12/5/09
25/9/14,Won ,Earth Spirit,29:21:00,5/5/12
25/9/14,Won ,Phoenix,38:27:00,5/4/22
25/9/14,Lost,Templar Assassin,27:07:00,8/3/02
25/9/14,Won ,Puck,28:43:00,8/2/11
24/9/14,Won ,Mirana,29:41:00,16/1/11
24/9/14,Won ,Phoenix,33:51:00,10/2/20
23/9/14,Won ,Templar Assassin,50:25:00,6/6/10
22/9/14,Lost,Lycan,41:40:00,4/6/07
22/9/14,Lost,Earth Spirit,27:21:00,7/5/06
15/9/14,Lost,Earth Spirit,28:20:00,0/6/7
15/9/14,Won ,Earth Spirit,33:56:00,7/3/16
14/9/14,Lost,Templar Assassin,23:56,7/7/04
14/9/14,Won ,Legion Commander,34:11:00,11/6/08
14/9/14,Lost,Templar Assassin,43:46:00,10/7/10
14/9/14,Won ,Disruptor,27:41:00,3/3/10
14/9/14,Won ,Lycan,26:23:00,5/0/5
14/9/14,Won ,Clockwerk,30:31:00,4/2/17
13/9/14,Won ,Disruptor,24:52:00,4/0/8
13/9/14,Won ,Warlock,26:17:00,2/2/11
13/9/14,Lost,Tidehunter,33:44:00,3/7/05
13/9/14,Won ,Techies,40:20:00,2/6/08
13/9/14,Lost,Spirit Breaker,43:52:00,9/10/16
12/9/14,Lost,Templar Assassin,41:30:00,6/4/06
12/9/14,Lost,Kunkka,35:29:00,8/9/10
12/9/14,Won ,Disruptor,43:21:00,5/10/19
11/9/14,Won ,Warlock,45:55:00,1/5/15
11/9/14,Won ,Templar Assassin,55:35:00,15/9/14
10/9/14,Won ,Warlock,36:23:00,2/2/13
10/9/14,Won ,Kunkka,1:18:41,7/7/30
8/9/14,Won ,Templar Assassin,1:03:03,19/3/09
8/9/14,Won ,Templar Assassin,45:02:00,9/6/05
7/9/14,Lost,Legion Commander,43:53:00,2/7/03
7/9/14,Lost,Disruptor,34:00:00,6/9/05
7/9/14,Won ,Disruptor,21:51,0/4/16
7/9/14,Won ,Viper,36:50:00,11/5/13
21/6/14,Won ,Disruptor,38:38:00,6/7/21
21/6/14,Lost,Ember Spirit,25:36:00,5/6/02
16/7/16,Lost,Earth Spirit,30:51:00,4/12/06
20/6/14,Won ,Outworld Devourer,31:54:00,10/3/10
20/6/14,Won ,Templar Assassin,23:12,6/5/04
20/6/14,Won ,Storm Spirit,50:20:00,14/8/19
18/6/14,Lost,Storm Spirit,29:36:00,6/7/04
18/6/14,Lost,Storm Spirit,51:21:00,18/7/21
18/6/14,Lost,Storm Spirit,35:56:00,3/12/14
18/6/14,Won ,Templar Assassin,1:07:56,18/8/08
16/6/14,Lost,Vengeful Spirit,27:10:00,4/8/11
16/6/14,Won ,Doom,41:38:00,0/4/16
14/6/14,Won ,Templar Assassin,43:46:00,7/3/06
14/6/14,Won ,Pudge,46:39:00,13/5/10
13/6/14,Lost,Earth Spirit,35:22:00,1/8/05
13/6/14,Lost,Pudge,53:30:00,13/9/19
13/6/14,Won ,Slark,37:21:00,15/1/04
13/6/14,Won ,Omniknight,28:39:00,1/2/12
13/6/14,Won ,Bounty Hunter,30:15:00,8/3/09
12/6/14,Lost,Bounty Hunter,32:01:00,6/9/06
12/6/14,Won ,Earth Spirit,47:16:00,3/10/13
11/6/14,Won ,No Hero,1:55,0/0/0
11/6/14,Won ,Ember Spirit,32:00:00,8/3/18
11/6/14,Lost,Brewmaster,26:41:00,2/8/02
11/6/14,Lost,Mirana,45:13:00,8/2/13
11/6/14,Won ,Lich,35:53:00,5/5/10
11/6/14,Lost,Lich,29:22:00,4/6/06
11/6/14,Won ,Bristleback,32:25:00,4/2/12
10/6/14,Won ,Night Stalker,37:22:00,15/3/08
9/6/14,Lost,Doom,53:09:00,9/11/16
8/6/14,Won ,Enchantress,33:49:00,7/4/13
8/6/14,Won ,Templar Assassin,37:31:00,13/3/11
8/6/14,Lost,Enchantress,36:31:00,0/6/5
8/6/14,Lost,Ember Spirit,59:52:00,16/8/18
8/6/14,Lost,Brewmaster,47:51:00,11/6/25
8/6/14,Lost,Mirana,27:10:00,3/9/05
8/6/14,Lost,Mirana,43:57:00,9/6/09
8/6/14,Lost,Mirana,34:13:00,6/11/10
7/6/14,Won ,Earth Spirit,36:07:00,3/4/17
7/6/14,Lost,Wraith King,40:32:00,2/6/09
7/6/14,Won ,Ember Spirit,38:19:00,3/4/16
7/6/14,Won ,Templar Assassin,30:54:00,7/5/10
7/6/14,Lost,Wraith King,47:19:00,5/12/10
6/6/14,Won ,Lycan,25:06:00,5/1/03
6/6/14,Lost,Storm Spirit,26:26:00,1/7/01
6/6/14,Won ,Wraith King,59:33:00,14/5/29
6/6/14,Won ,Lycan,22:08,3/0/6
6/6/14,Lost,Brewmaster,50:09:00,18/8/14
6/6/14,Won ,Enigma,58:14:00,3/5/18
5/6/14,Won ,Lone Druid,50:13:00,15/3/15
5/6/14,Lost,Lone Druid,43:01:00,3/7/10
5/6/14,Lost,Lone Druid,46:24:00,9/3/10
16/7/16,Lost,Lone Druid,22:13,1/4/01
5/6/14,Won ,Zeus,49:23:00,22/5/23
4/6/14,Lost,Zeus,44:12:00,6/3/18
4/6/14,Won ,Elder Titan,39:42:00,7/2/15
3/6/14,Won ,Storm Spirit,47:32:00,10/5/18
2/6/14,Lost,Templar Assassin,31:09:00,8/3/05
2/6/14,Won ,Wraith King,34:51:00,6/7/15
2/6/14,Won ,Lycan,49:37:00,7/2/04
2/6/14,Won ,Templar Assassin,35:56:00,9/0/7
1/6/14,Lost,Brewmaster,28:30:00,1/8/02
1/6/14,Lost,Templar Assassin,33:15:00,8/5/08
1/6/14,Lost,Wraith King,35:43:00,2/6/09
1/6/14,Won ,Ember Spirit,35:59:00,16/2/13
31/5/14,Lost,Tidehunter,59:34:00,7/7/20
31/5/14,Lost,Templar Assassin,21:11,0/5/1
31/5/14,Won ,Storm Spirit,37:56:00,9/1/16
31/5/14,Won ,Ember Spirit,27:06:00,8/3/10
31/5/14,Lost,Storm Spirit,39:10:00,4/11/15
31/5/14,Lost,Storm Spirit,47:22:00,11/9/23
31/5/14,Won ,Pugna,42:58:00,3/4/19
30/5/14,Won ,Ember Spirit,46:32:00,16/6/14
30/5/14,Won ,Templar Assassin,31:31:00,23/3/12
30/5/14,Lost,Wraith King,39:50:00,4/8/12
30/5/14,Lost,Wraith King,34:37:00,10/7/06
30/5/14,Won ,Storm Spirit,33:10:00,8/5/12
29/5/14,Won ,Legion Commander,49:12:00,18/5/16
29/5/14,Won ,Brewmaster,33:21:00,8/2/25
29/5/14,Lost,Storm Spirit,36:43:00,6/9/05
28/5/14,Won ,Brewmaster,51:10:00,24/5/28
28/5/14,Won ,Silencer,32:51:00,2/8/08
28/5/14,Won ,Dazzle,30:01:00,2/3/16
28/5/14,Lost,Brewmaster,51:57:00,6/7/09
28/5/14,Lost,Lycan,54:30:00,7/8/07
27/5/14,Won ,Doom,31:23:00,10/2/12
27/5/14,Won ,Templar Assassin,36:39:00,10/2/06
26/5/14,Lost,Rubick,23:13,3/5/04
26/5/14,Won ,Lycan,31:33:00,5/1/01
26/5/14,Won ,Storm Spirit,30:10:00,13/3/17
26/5/14,Won ,Outworld Devourer,45:09:00,23/6/17
25/5/14,Lost,Razor,43:47:00,4/9/18
25/5/14,Won ,Templar Assassin,34:18:00,12/1/12
25/5/14,Lost,Templar Assassin,28:40:00,5/7/03
25/5/14,Won ,Templar Assassin,18:28,6/2/02
25/5/14,Lost,Templar Assassin,1:16:10,17/11/16
24/5/14,Lost,Shadow Demon,33:34:00,0/10/3
24/5/14,Lost,Templar Assassin,38:22:00,4/7/11
24/5/14,Won ,Clockwerk,47:38:00,10/5/19
24/5/14,Lost,Tidehunter,28:54:00,3/6/05
24/5/14,Won ,Lycan,37:23:00,7/1/13
23/5/14,Lost,Brewmaster,30:55:00,1/5/03
16/7/16,Lost,Brewmaster,32:25:00,7/8/15
23/5/14,Won ,Mirana,39:13:00,8/8/09
23/5/14,Won ,Disruptor,43:23:00,3/9/20
23/5/14,Lost,Brewmaster,47:20:00,12/6/14
23/5/14,Lost,Disruptor,41:15:00,1/10/19
23/5/14,Lost,Queen of Pain,34:39:00,6/8/10
23/5/14,Won ,Tidehunter,42:27:00,18/3/13
23/5/14,Won ,Brewmaster,53:37:00,14/10/18
22/5/14,Won ,Shadow Fiend,34:21:00,7/9/14
22/5/14,Won ,Templar Assassin,42:47:00,8/6/11
22/5/14,Lost,Tidehunter,25:07:00,2/5/06
22/5/14,Lost,Templar Assassin,42:15:00,10/10/07
21/5/14,Lost,Mirana,30:42:00,3/6/06
21/5/14,Won ,Mirana,33:49:00,11/5/08
21/5/14,Won ,Wraith King,36:02:00,9/2/13
21/5/14,Lost,Wraith King,39:02:00,7/7/04
21/5/14,Lost,Tidehunter,38:54:00,3/4/07
21/5/14,Won ,Pugna,40:44:00,13/9/20
21/5/14,Won ,Sven,34:43:00,10/1/15
21/5/14,Lost,Legion Commander,43:26:00,9/6/03
20/5/14,Won ,Vengeful Spirit,6:00,0/0/0
20/5/14,Won ,Templar Assassin,39:20:00,23/2/11
20/5/14,Won ,Phoenix,40:31:00,8/4/20
19/5/14,Won ,Io,35:44:00,7/5/14
18/5/14,Won ,Templar Assassin,31:11:00,15/2/12
18/5/14,Lost,Mirana,38:32:00,9/11/08
18/5/14,Lost,Tidehunter,36:25:00,2/7/16
18/5/14,Won ,Wraith King,1:01:39,10/7/17
18/5/14,Won ,Mirana,34:01:00,8/6/23
18/5/14,Won ,Mirana,26:10:00,6/4/10
18/5/14,Lost,Sniper,45:42:00,9/7/08
17/5/14,Won ,Tidehunter,26:51:00,6/4/14
17/5/14,Won ,Luna,38:00:00,11/2/14
16/5/14,Lost,Disruptor,27:35:00,4/9/05
16/5/14,Lost,Templar Assassin,42:12:00,14/3/02
16/5/14,Lost,Puck,36:22:00,2/6/09
16/5/14,Lost,Storm Spirit,39:46:00,10/4/04
15/5/14,Won ,Templar Assassin,38:19:00,11/3/08
15/5/14,Won ,Mirana,52:39:00,25/5/17
15/5/14,Won ,Mirana,45:22:00,28/3/13
15/5/14,Lost,Crystal Maiden,32:00:00,2/9/08
15/5/14,Lost,Mirana,36:36:00,4/4/03
14/5/14,Won ,Phoenix,33:08:00,6/8/20
14/5/14,Lost,Crystal Maiden,28:20:00,3/8/06
14/5/14,Lost,Disruptor,40:18:00,4/14/5
14/5/14,Won ,Tidehunter,30:48:00,1/3/10
14/5/14,Won ,Mirana,35:32:00,15/3/18
13/5/14,Won ,Clockwerk,29:11:00,10/2/21
13/5/14,Won ,Bane,30:31:00,7/3/21
13/5/14,Won ,Leshrac,44:31:00,7/4/13
16/7/16,Lost,Leshrac,46:03:00,11/8/05
12/5/14,Lost,Leshrac,33:09:00,6/8/06
12/5/14,Lost,Leshrac,30:02:00,3/15/7
12/5/14,Won ,Slardar,42:12:00,5/3/17
12/5/14,Won ,Jakiro,31:24:00,4/2/19
12/5/14,Lost,Slardar,46:55:00,4/12/27
12/5/14,Lost,Slardar,46:23:00,6/6/05
12/5/14,Won ,Vengeful Spirit,23:23,10/1/13
12/5/14,Won ,Mirana,36:36:00,12/5/23
12/5/14,Won ,Sand King,33:26:00,5/4/19
12/5/14,Won ,Night Stalker,31:27:00,2/7/11
12/5/14,Lost,Mirana,53:59:00,3/10/10
11/5/14,Lost,Sand King,53:27:00,5/10/22
11/5/14,Won ,Riki,37:34:00,14/3/06
11/5/14,Lost,Night Stalker,34:30:00,7/6/07
11/5/14,Won ,Luna,45:28:00,12/2/12
11/5/14,Lost,Vengeful Spirit,33:36:00,1/7/11
11/5/14,Won ,Puck,42:36:00,8/4/28
10/5/14,Won ,Mirana,27:08:00,10/0/5
10/5/14,Lost,Puck,49:13:00,14/9/17
10/5/14,Won ,Slark,35:57:00,24/3/12
10/5/14,Won ,Meepo,48:10:00,4/9/11
10/5/14,Won ,Mirana,35:47:00,9/3/11
26/3/14,Won ,Mirana,26:27:00,5/3/11
26/3/14,Lost,Sniper,1:12:38,13/7/30
16/3/14,Lost,Puck,25:32:00,0/6/4
16/3/14,Won ,Puck,30:24:00,13/4/11
15/3/14,Won ,Sniper,33:02:00,13/2/11
15/3/14,Won ,Sniper,40:56:00,10/3/11
14/3/14,Won ,Ember Spirit,43:45:00,10/5/11
14/3/14,Won ,Sniper,34:04:00,13/2/19
14/3/14,Won ,Ember Spirit,29:40:00,21/0/24
11/3/14,Lost,Crystal Maiden,42:00:00,3/10/06
11/3/14,Won ,Tiny,46:40:00,14/6/19
9/3/14,Won ,Zeus,24:25:00,3/2/08
9/3/14,Won ,Ember Spirit,29:14:00,11/3/18
6/3/14,Won ,Ember Spirit,44:02:00,8/5/17
6/3/14,Won ,Ember Spirit,41:39:00,9/4/24
5/3/14,Lost,Puck,28:18:00,2/5/04
5/3/14,Won ,Puck,48:22:00,14/7/25
4/3/14,Lost,Timbersaw,53:27:00,7/10/19
4/3/14,Lost,Puck,22:35,2/10/02
3/3/14,Won ,Storm Spirit,37:33:00,7/3/14
3/3/14,Won ,Puck,33:24:00,9/3/16
2/3/14,Won ,Bristleback,57:08:00,2/12/23
1/3/14,Won ,Windranger,39:42:00,9/4/13
28/2/14,Won ,Jakiro,21:37,1/3/12
28/2/14,Won ,Crystal Maiden,42:44:00,1/1/15
28/2/14,Lost,Windranger,35:50:00,4/12/05
28/2/14,Won ,Phoenix,1:08:22,11/10/33
16/7/16,Lost,Templar Assassin,28:31:00,2/8/06
27/2/14,Lost,Puck,1:00:46,4/8/25
27/2/14,Won ,Lifestealer,1:01:14,13/5/24
26/2/14,Won ,Sand King,48:42:00,5/9/18
25/2/14,Lost,Bristleback,36:34:00,2/5/06
25/2/14,Won ,Phoenix,40:31:00,20/3/26
25/2/14,Won ,Mirana,43:11:00,4/5/12
25/2/14,Lost,Puck,38:22:00,4/4/24
25/2/14,Won ,Phoenix,24:02:00,1/1/11
25/2/14,Won ,Phoenix,22:48,3/5/06
25/2/14,Won ,Puck,30:38:00,4/3/13
24/2/14,Lost,Viper,52:48:00,8/3/12
24/2/14,Won ,Dragon Knight,46:42:00,8/3/16
24/2/14,Lost,Invoker,24:39:00,1/5/05
24/2/14,Won ,Storm Spirit,47:31:00,17/10/10
24/2/14,Lost,Luna,33:50:00,7/7/04
23/2/14,Won ,Puck,7:06,0/0/2
23/2/14,Lost,Bristleback,24:59:00,0/10/3
23/2/14,Lost,Phoenix,35:40:00,6/7/06
23/2/14,Won ,Luna,47:28:00,6/4/13
23/2/14,Lost,Enigma,32:51:00,1/5/06
23/2/14,Lost,Legion Commander,56:33:00,17/10/06
23/2/14,Won ,Storm Spirit,7:21,0/1/1
23/2/14,Lost,Phoenix,38:05:00,4/5/04
22/2/14,Won ,Viper,39:44:00,10/2/22
22/2/14,Lost,Viper,43:45:00,6/8/11
22/2/14,Lost,Mirana,34:20:00,6/6/12
22/2/14,Won ,Jakiro,33:34:00,3/5/11
22/2/14,Won ,Phoenix,35:00:00,7/4/27
22/2/14,Lost,Dragon Knight,34:50:00,8/8/11
22/2/14,Lost,Batrider,29:29:00,0/6/5
22/2/14,Won ,Batrider,3:57,0/0/0
22/2/14,Won ,Batrider,45:09:00,8/5/12
22/2/14,Won ,Bristleback,53:07:00,9/5/20
21/2/14,Won ,Bristleback,35:51:00,7/6/16
21/2/14,Lost,Viper,28:24:00,9/8/08
21/2/14,Won ,Phoenix,42:09:00,12/2/15
21/2/14,Lost,Phoenix,52:00:00,9/7/17
21/2/14,Lost,Clockwerk,39:15:00,4/9/10
21/2/14,Won ,Pudge,33:20:00,6/0/7
21/2/14,Lost,Necrophos,10:14,0/3/0
20/2/14,Lost,Warlock,27:44:00,0/6/0
20/2/14,Lost,Warlock,25:51:00,0/8/0
20/2/14,Won ,Mirana,36:38:00,7/2/18
20/2/14,Lost,Mirana,53:58:00,15/9/13
20/2/14,Won ,Phoenix,33:12:00,10/1/13
20/2/14,Lost,Crystal Maiden,46:14:00,3/11/24
20/2/14,Lost,Batrider,10:53,2/2/00
20/2/14,Won ,Mirana,43:38:00,7/4/20
19/2/14,Lost,Phoenix,1:09:01,8/8/12
16/7/16,Won ,Batrider,31:25:00,1/2/10
19/2/14,Lost,Phoenix,45:06:00,3/9/11
19/2/14,Won ,Phoenix,54:13:00,14/5/27
19/2/14,Lost,Tiny,39:44:00,5/8/08
19/2/14,Lost,Sniper,30:58:00,3/5/04
19/2/14,Lost,Lifestealer,21:33,0/6/0
19/2/14,Lost,Phoenix,5:52,0/0/0
18/2/14,Won ,Dragon Knight,43:59:00,13/3/10
18/2/14,Won ,Batrider,27:40:00,4/2/24
18/2/14,Lost,Luna,29:29:00,8/4/00
18/2/14,Lost,Batrider,44:27:00,7/5/12
18/2/14,Won ,Phoenix,39:00:00,6/4/15
17/2/14,Won ,Phoenix,49:53:00,11/4/20
17/2/14,Won ,Dragon Knight,50:40:00,10/6/13
17/2/14,Won ,Templar Assassin,59:53:00,7/13/16
17/2/14,Lost,Luna,36:34:00,8/9/02
17/2/14,Lost,Invoker,36:17:00,3/8/08
16/2/14,Lost,Invoker,25:50:00,2/7/06
16/2/14,Won ,Invoker,41:36:00,6/8/18
16/2/14,Won ,Dragon Knight,41:07:00,3/4/22
16/2/14,Won ,Phoenix,30:23:00,9/1/23
16/2/14,Won ,Kunkka,38:22:00,4/2/10
16/2/14,Won ,Templar Assassin,43:42:00,12/7/11
16/2/14,Lost,Warlock,25:12:00,0/10/0
15/2/14,Lost,Lifestealer,25:24:00,0/7/0
15/2/14,Won ,Kunkka,45:02:00,2/1/09
15/2/14,Won ,Dragon Knight,35:57:00,7/3/08
15/2/14,Won ,Puck,35:41:00,3/3/14
15/2/14,Won ,Dragon Knight,52:08:00,8/3/14
14/2/14,Lost,Io,38:13:00,1/9/10
14/2/14,Lost,Tinker,52:18:00,5/8/14
14/2/14,Lost,Phoenix,35:39:00,9/7/09
14/2/14,Won ,Dragon Knight,57:13:00,13/5/26
13/2/14,Won ,Enchantress,40:25:00,2/5/14
13/2/14,Won ,Phoenix,36:04:00,6/5/15
12/2/14,Lost,Dazzle,50:47:00,19/8/22
12/2/14,Lost,Warlock,23:02,0/7/0
12/2/14,Lost,Lifestealer,21:53,0/3/0
12/2/14,Lost,Warlock,19:35,0/5/0
12/2/14,Lost,Lifestealer,20:02,0/3/0
12/2/14,Won ,Invoker,54:10:00,6/1/24
11/2/14,Lost,Phoenix,30:49:00,2/8/09
11/2/14,Won ,Clockwerk,40:39:00,7/7/10
11/2/14,Lost,Enchantress,34:13:00,6/14/11
11/2/14,Won ,Phoenix,32:38:00,14/1/10
10/2/14,Lost,Phoenix,55:52:00,10/8/20
10/2/14,Lost,Magnus,48:34:00,14/6/13
10/2/14,Lost,Terrorblade,24:50:00,4/2/03
10/2/14,Lost,Phantom Lancer,20:52,0/3/0
10/2/14,Won ,Phoenix,42:38:00,7/4/19
16/7/16,Won ,Phoenix,32:16:00,17/1/13
9/2/14,Lost,Phoenix,46:05:00,5/9/20
8/2/14,Lost,Puck,41:56:00,4/4/15
8/2/14,Won ,Phoenix,43:34:00,9/4/30
8/2/14,Won ,Kunkka,34:48:00,2/5/15
7/2/14,Lost,Phoenix,39:12:00,7/7/11
7/2/14,Lost,Phoenix,30:07:00,6/6/09
7/2/14,Won ,Phoenix,30:03:00,10/2/18
7/2/14,Won ,Clockwerk,37:19:00,5/6/13
6/2/14,Won ,Windranger,21:29,7/1/05
6/2/14,Won ,Earth Spirit,38:57:00,3/7/19
6/2/14,Lost,Io,3:33,0/2/0
6/2/14,Lost,Phoenix,4:53,0/3/0
6/2/14,Lost,Drow Ranger,0:59,0/1/0
6/2/14,Lost,Luna,2:02,0/2/0
6/2/14,Lost,Luna,2:48,0/2/0
6/2/14,Lost,Visage,1:38,0/1/0
6/2/14,Lost,Visage,1:33,0/1/0
6/2/14,Lost,Warlock,14:51,0/1/0
6/2/14,Lost,Warlock,15:01,0/1/0
6/2/14,Lost,Warlock,12:29,0/1/0
6/2/14,Lost,Warlock,5:43,0/2/0
6/2/14,Lost,Vengeful Spirit,12:01,0/1/0
6/2/14,Lost,Luna,4:34,0/2/0
6/2/14,Lost,Luna,3:38,0/1/0
6/2/14,Lost,Visage,3:01,0/2/0
6/2/14,Lost,Warlock,25:26:00,0/0/0
6/2/14,Lost,Warlock,3:21,0/1/0
6/2/14,Lost,Warlock,1:45,0/1/0
6/2/14,Lost,Troll Warlord,11:25,0/1/0
6/2/14,Lost,Tinker,11:59,0/2/0
6/2/14,Lost,Invoker,18:12,0/2/0
6/2/14,Lost,Slardar,25:20:00,0/1/0
6/2/14,Lost,Drow Ranger,11:28,0/6/0
6/2/14,Won ,Leshrac,37:12:00,6/3/27
5/2/14,Won ,Shadow Shaman,28:12:00,3/1/14
5/2/14,Lost,Storm Spirit,23:41,6/9/06
5/2/14,Won ,Clinkz,50:57:00,15/8/12
5/2/14,Won ,Windranger,22:38,12/1/10
5/2/14,Lost,Phoenix,33:11:00,5/8/06
4/2/14,Lost,Crystal Maiden,33:05:00,0/9/8
4/2/14,Won ,Phoenix,26:46:00,12/2/15
4/2/14,Won ,Phoenix,21:00,2/1/04
4/2/14,Won ,Terrorblade,43:45:00,4/8/11
4/2/14,Won ,Phoenix,37:51:00,3/6/22
3/2/14,Lost,Phoenix,30:31:00,5/5/03
3/2/14,Lost,Death Prophet,33:27:00,3/8/06
3/2/14,Lost,Death Prophet,32:06:00,6/10/13
3/2/14,Won ,Phoenix,45:35:00,11/9/28
2/2/14,Lost,Axe,29:28:00,2/11/04
16/7/16,Won ,Naga Siren,59:44:00,5/3/25
2/2/14,Lost,Weaver,35:33:00,2/13/13
1/2/14,Won ,Sand King,30:27:00,10/4/13
1/2/14,Won ,Kunkka,46:28:00,13/5/18
31/12/13,Lost,Legion Commander,44:12:00,5/8/10
31/12/13,Won ,Earth Spirit,53:15:00,6/6/20
31/12/13,Lost,Legion Commander,30:51:00,6/4/08
31/12/13,Won ,Earth Spirit,34:04:00,9/5/25
31/12/13,Lost,Storm Spirit,54:16:00,19/8/14
31/12/13,Won ,Earth Spirit,27:12:00,3/2/21
31/12/13,Lost,Puck,42:50:00,2/4/05
30/12/13,Lost,Legion Commander,43:40:00,5/6/04
30/12/13,Won ,Legion Commander,34:35:00,8/4/11
30/12/13,Lost,Storm Spirit,27:47:00,1/8/06
30/12/13,Won ,Legion Commander,49:34:00,17/4/18
30/12/13,Lost,Puck,28:27:00,4/7/10
30/12/13,Lost,Clockwerk,40:02:00,2/8/08
30/12/13,Lost,Alchemist,23:16,1/6/04
30/12/13,Lost,Earth Spirit,35:22:00,6/8/12
30/12/13,Lost,Legion Commander,33:11:00,0/2/0
30/12/13,Lost,Wraith King,44:00:00,9/6/12
30/12/13,Lost,Clockwerk,37:41:00,9/4/19
30/12/13,Lost,Storm Spirit,44:25:00,6/8/18
29/12/13,Won ,Earth Spirit,37:46:00,10/5/19
29/12/13,Won ,Clockwerk,32:00:00,4/2/14
29/12/13,Won ,Crystal Maiden,34:56:00,1/7/19
29/12/13,Won ,Sand King,28:56:00,7/4/12
29/12/13,Won ,Legion Commander,25:33:00,4/4/06
29/12/13,Won ,Puck,57:19:00,9/8/19
28/12/13,Lost,Ember Spirit,14:14,0/3/7
28/12/13,Lost,Clockwerk,35:27:00,7/9/05
28/12/13,Lost,Puck,24:55:00,2/5/05
28/12/13,Won ,Puck,36:26:00,7/2/13
28/12/13,Lost,Dragon Knight,29:34:00,1/3/02
28/12/13,Lost,Puck,32:58:00,5/9/09
27/12/13,Won ,Puck,11:31,0/0/0
27/12/13,Won ,Legion Commander,49:51:00,14/4/10
27/12/13,Won ,Puck,44:58:00,7/6/15
27/12/13,Lost,Weaver,25:46:00,0/5/4
27/12/13,Lost,Shadow Shaman,54:17:00,7/8/09
27/12/13,Lost,Ember Spirit,39:31:00,14/7/10
27/12/13,Won ,Clockwerk,1:26:40,18/8/29
26/12/13,Won ,Puck,43:23:00,12/4/14
26/12/13,Won ,Sand King,46:32:00,7/9/18
26/12/13,Won ,Tinker,44:01:00,9/6/15
26/12/13,Lost,Ember Spirit,49:50:00,15/7/07
26/12/13,Lost,Clockwerk,1:11:31,9/10/26
26/12/13,Won ,Crystal Maiden,35:24:00,4/7/17
26/12/13,Won ,Clockwerk,48:22:00,5/6/24
25/12/13,Lost,Windranger,31:20:00,1/5/07
16/7/16,Won ,Puck,36:02:00,5/2/11
25/12/13,Lost,Legion Commander,38:29:00,1/6/12
25/12/13,Lost,Windranger,33:05:00,3/5/00
24/12/13,Won ,Puck,47:25:00,6/6/23
24/12/13,Won ,Legion Commander,55:43:00,11/5/08
24/12/13,Lost,Puck,29:40:00,5/5/08
24/12/13,Lost,Legion Commander,26:38:00,1/4/05
24/12/13,Lost,Mirana,35:59:00,7/7/09
23/12/13,Lost,Legion Commander,36:13:00,10/5/06
23/12/13,Won ,Puck,47:36:00,11/4/19
23/12/13,Won ,Puck,42:00:00,9/3/41
22/12/13,Lost,Legion Commander,33:28:00,2/6/07
22/12/13,Won ,Puck,27:38:00,7/3/08
22/12/13,Won ,Legion Commander,36:19:00,9/1/16
22/12/13,Lost,Elder Titan,35:33:00,0/8/0
22/12/13,Won ,Ember Spirit,1:00:04,18/2/14
22/12/13,Lost,Crystal Maiden,36:27:00,2/16/14
22/12/13,Lost,Puck,42:06:00,4/7/15
22/12/13,Won ,Puck,51:49:00,9/4/19
21/12/13,Lost,Earth Spirit,36:26:00,2/11/10
21/12/13,Won ,Ember Spirit,43:03:00,15/5/30
21/12/13,Lost,Puck,29:32:00,5/10/08
21/12/13,Lost,Witch Doctor,34:44:00,0/1/0
21/12/13,Lost,Storm Spirit,35:16:00,0/2/0
21/12/13,Lost,Legion Commander,44:46:00,2/9/11
20/12/13,Won ,Puck,16:36,4/0/7
20/12/13,Won ,Legion Commander,5:10,0/0/0
20/12/13,Lost,Windranger,38:42:00,6/6/10
20/12/13,Lost,Crystal Maiden,43:25:00,4/13/18
20/12/13,Lost,Slardar,36:07:00,2/4/05
