Date,Result,Hero,Duration,KDA
16/6/12,Won ,Leshrac,37:54:00,10/4/11
15/6/12,Won ,Mirana,46:35:00,14/2/17
15/6/12,Lost,Chaos Knight,46:03:00,10/6/14
15/6/12,Won ,Sand King,36:31:00,14/1/12
15/6/12,Won ,Mirana,31:48:00,14/6/08
15/6/12,Lost,Chaos Knight,57:14:00,8/11/19
15/6/12,Lost,Chaos Knight,53:08:00,15/6/11
15/6/12,Lost,Sand King,34:18:00,4/6/10
15/6/12,Won ,Leshrac,47:29:00,27/6/14
15/6/12,Won ,Clinkz,42:22:00,13/2/14
14/6/12,Won ,Chaos Knight,38:19:00,11/0/12
14/6/12,Won ,Clinkz,50:16:00,18/3/11
14/6/12,Won ,Chaos Knight,25:42:00,3/3/14
16/7/16,Won ,Night Stalker,52:24:00,8/11/21
14/6/12,Lost,Shadow Shaman,46:52:00,4/10/13
14/6/12,Lost,Chaos Knight,32:15:00,6/3/10
14/6/12,Won ,Windranger,41:33:00,8/6/09
13/6/12,Lost,Clinkz,59:57:00,21/8/13
13/6/12,Lost,Shadow Demon,49:39:00,7/9/22
13/6/12,Won ,Bane,37:09:00,9/2/16
13/6/12,Lost,Shadow Shaman,27:18:00,1/7/03
11/6/12,Won ,Brewmaster,33:31:00,9/0/8
11/6/12,Lost,Necrophos,44:50:00,14/9/13
11/6/12,Lost,Tidehunter,57:17:00,5/14/24
11/6/12,Won ,Clinkz,35:59:00,16/0/5
11/6/12,Lost,Omniknight,51:17:00,1/5/05
11/6/12,Lost,Drow Ranger,54:31:00,5/5/06
11/6/12,Won ,Sand King,52:08:00,7/6/28
11/6/12,Won ,Lifestealer,43:14:00,10/7/18
10/6/12,Won ,Sand King,47:18:00,7/5/11
10/6/12,Won ,Clinkz,34:14:00,26/2/06
10/6/12,Lost,Viper,53:31:00,9/4/11
10/6/12,Lost,Axe,33:29:00,5/9/06
10/6/12,Lost,Clinkz,52:29:00,11/5/03
9/6/12,Won ,Weaver,5:27,0/0/1
9/6/12,Lost,Pugna,50:20:00,2/6/17
9/6/12,Lost,Shadow Shaman,44:56:00,9/8/05
9/6/12,Won ,Brewmaster,53:10:00,9/5/21
7/6/12,Lost,Drow Ranger,34:14:00,4/7/05
7/6/12,Won ,Earthshaker,41:12:00,5/11/17
7/6/12,Lost,Drow Ranger,52:34:00,8/9/12
7/6/12,Won ,Omniknight,37:49:00,4/6/11
7/6/12,Won ,Sand King,30:06:00,5/3/16
7/6/12,Won ,Omniknight,42:20:00,4/5/10
6/6/12,Won ,Sand King,1:03:39,11/7/21
5/6/12,Won ,Drow Ranger,21:16,9/0/11
5/6/12,Lost,Ogre Magi,46:34:00,5/11/10
5/6/12,Lost,Axe,39:13:00,5/9/06
5/6/12,Lost,Shadow Shaman,59:55:00,5/9/30
4/6/12,Lost,Brewmaster,39:24:00,4/7/11
4/6/12,Won ,Clinkz,42:49:00,26/1/07
4/6/12,Won ,Drow Ranger,38:58:00,16/4/19
3/6/12,Won ,Spirit Breaker,46:40:00,9/8/18
3/6/12,Won ,Shadow Demon,1:02:31,6/16/18
3/6/12,Lost,Bounty Hunter,31:34:00,3/6/04
3/6/12,Lost,Tidehunter,46:14:00,3/9/15
3/6/12,Won ,Sven,42:24:00,8/6/12
3/6/12,Won ,Tidehunter,8:29,1/1/02
2/6/12,Lost,Tidehunter,40:48:00,5/10/14
2/6/12,Won ,Tidehunter,29:29:00,3/3/14
2/6/12,Won ,Shadow Demon,42:06:00,8/6/24
2/6/12,Lost,Sand King,54:49:00,5/6/19
2/6/12,Lost,Tidehunter,44:30:00,0/9/23
16/7/16,Won ,Witch Doctor,31:25:00,1/2/15
2/6/12,Lost,Juggernaut,29:54:00,4/7/06
2/6/12,Won ,Juggernaut,0:30,0/0/0
2/6/12,Won ,Sand King,46:29:00,7/8/23
2/6/12,Lost,Tidehunter,32:40:00,3/10/10
31/5/12,Lost,Shadow Shaman,39:09:00,3/12/07
31/5/12,Won ,Sand King,25:16:00,5/2/07
31/5/12,Lost,Sand King,37:09:00,0/10/4
31/5/12,Won ,Shadow Shaman,46:52:00,8/3/16
31/5/12,Lost,Treant Protector,38:17:00,1/7/08
30/5/12,Lost,Shadow Shaman,30:43:00,2/10/06
30/5/12,Won ,Shadow Shaman,1:05:50,22/4/28
30/5/12,Won ,Sand King,55:17:00,9/9/21
29/5/12,Lost,Shadow Shaman,31:04:00,2/7/16
29/5/12,Lost,Sand King,1:12:02,5/8/20
28/5/12,Won ,Shadow Shaman,46:50:00,8/8/22
28/5/12,Won ,Sand King,38:15:00,8/2/19
28/5/12,Won ,Clinkz,43:13:00,24/1/08
28/5/12,Lost,Clinkz,43:44:00,8/3/01
27/5/12,Lost,Shadow Demon,33:35:00,9/9/04
27/5/12,Lost,Shadow Shaman,45:51:00,10/5/17
27/5/12,Lost,Brewmaster,40:27:00,6/3/11
25/5/12,Won ,Shadow Shaman,55:07:00,8/6/28
25/5/12,Aban,Lion,52:12:00,3/5/10
17/5/12,Lost,Lion,28:41:00,2/11/04
15/5/12,Won ,Shadow Demon,43:27:00,14/7/10
14/5/12,Lost,Bounty Hunter,37:55:00,6/3/07
13/5/12,Won ,Bounty Hunter,44:39:00,30/4/05
13/5/12,Lost,Bounty Hunter,49:00:00,10/7/07
13/5/12,Won ,Brewmaster,45:22:00,11/2/21
12/5/12,Won ,Earthshaker,50:21:00,3/7/18
12/5/12,Lost,Vengeful Spirit,39:52:00,1/8/09
12/5/12,Lost,Lina,37:12:00,7/8/07
12/5/12,Won ,Axe,36:28:00,13/3/19
12/5/12,Lost,Crystal Maiden,32:31:00,3/11/06
12/5/12,Lost,Venomancer,55:22:00,4/9/17
12/5/12,Won ,Pudge,54:37:00,7/14/8
12/5/12,Won ,Enchantress,52:47:00,16/6/19
11/5/12,Won ,Shadow Demon,1:02:38,12/5/20
11/5/12,Won ,Leshrac,44:16:00,9/10/19
11/5/12,Won ,Crystal Maiden,20:11,3/0/12
10/5/12,Won ,Tidehunter,34:30:00,1/3/15
10/5/12,Lost,Windranger,30:17:00,3/10/02
10/5/12,Won ,Lich,1:00:54,10/8/22
7/5/12,Won ,Tidehunter,38:57:00,5/3/14
5/5/12,Lost,Sven,40:40:00,3/9/08
5/5/12,Won ,Windranger,51:23:00,11/5/17
5/5/12,Lost,Clinkz,1:03:04,22/9/10
5/5/12,Won ,Pudge,1:08:22,8/18/20
4/5/12,Lost,Spirit Breaker,39:05:00,2/13/8
16/7/16,Won ,Enigma,31:23:00,3/4/17
3/5/12,Won ,Axe,52:45:00,18/6/14
3/5/12,Lost,Lifestealer,46:44:00,8/9/08
2/5/12,Won ,Pudge,53:35:00,13/5/18
2/5/12,Lost,Shadow Fiend,23:15,2/6/02
2/5/12,Lost,Brewmaster,34:50:00,8/7/03
2/5/12,Won ,Clinkz,56:37:00,23/4/05
1/5/12,Lost,Lycan,38:13:00,2/6/03
27/4/12,Won ,Venomancer,22:31,0/0/0
27/4/12,Won ,Windranger,57:07:00,13/6/20
27/4/12,Won ,Pudge,40:56:00,13/5/14
27/4/12,Lost,Clinkz,41:14:00,14/5/01
26/4/12,Won ,Tidehunter,59:02:00,7/2/21
26/4/12,Lost,Anti-Mage,32:50:00,0/9/1
25/4/12,Won ,Venomancer,38:51:00,6/6/20
24/4/12,Lost,Brewmaster,41:28:00,7/9/14
24/4/12,Lost,Windranger,33:57:00,4/6/06
24/4/12,Won ,Sand King,40:31:00,6/3/21
23/4/12,Lost,Queen of Pain,42:32:00,15/6/11
23/4/12,Won ,Clinkz,41:02:00,19/3/10
23/4/12,Won ,Tiny,49:45:00,13/10/13
23/4/12,Won ,Brewmaster,49:39:00,9/3/09
21/4/12,Won ,Clinkz,27:59:00,6/0/5
21/4/12,Lost,Doom,45:35:00,7/7/19
18/4/12,Lost,Shadow Demon,43:13:00,5/9/15
18/4/12,Won ,Sand King,47:18:00,5/7/17
17/4/12,Lost,Enigma,38:04:00,3/6/10
17/4/12,Won ,Sand King,55:14:00,8/9/21
17/4/12,Won ,Tiny,36:39:00,14/3/10
15/4/12,Won ,Shadow Demon,32:52:00,7/3/18
15/4/12,Lost,Viper,32:02:00,5/6/04
15/4/12,Won ,Jakiro,1:05:10,3/9/14
15/4/12,Lost,Earthshaker,28:34:00,2/10/02
15/4/12,Lost,Windranger,39:00:00,2/7/08
14/4/12,Lost,Windranger,1:07:32,14/10/16
14/4/12,Lost,Necrophos,39:19:00,1/9/07
14/4/12,Lost,Riki,36:33:00,13/5/04
14/4/12,Won ,Windranger,37:43:00,4/5/23
13/4/12,Lost,Vengeful Spirit,39:00:00,4/9/07
13/4/12,Won ,Sand King,46:06:00,13/6/21
13/4/12,Lost,Windranger,42:57:00,2/8/08
13/4/12,Lost,Sand King,41:59:00,4/6/06
13/4/12,Lost,Windranger,37:45:00,6/4/08
13/4/12,Won ,Faceless Void,50:27:00,7/6/18
13/4/12,Lost,Invoker,28:54:00,2/5/05
12/4/12,Won ,Windranger,47:50:00,2/1/15
12/4/12,Lost,Windranger,39:07:00,6/5/05
12/4/12,Lost,Windranger,37:25:00,2/11/05
12/4/12,Lost,Venomancer,36:01:00,2/8/05
12/4/12,Won ,Sand King,1:16:17,15/9/20
16/7/16,Lost,Clockwerk,40:09:00,1/5/10
11/4/12,Lost,Juggernaut,27:07:00,0/4/0
11/4/12,Lost,Zeus,33:45:00,6/7/06
11/4/12,Won ,Zeus,45:59:00,14/5/23
11/4/12,Lost,Shadow Demon,36:42:00,0/7/3
11/4/12,Won ,Clinkz,54:12:00,20/3/05
11/4/12,Lost,Ursa,37:59:00,11/9/05
11/4/12,Won ,Venomancer,32:30:00,4/1/20
11/4/12,Lost,Lone Druid,57:22:00,4/11/12
10/4/12,Lost,Sand King,51:06:00,10/7/11
10/4/12,Won ,Venomancer,40:22:00,10/5/14
10/4/12,Won ,Lone Druid,38:54:00,5/7/16
10/4/12,Lost,Shadow Demon,57:05:00,8/11/28
9/4/12,Lost,Dazzle,27:42:00,0/10/4
9/4/12,Won ,Sand King,44:23:00,9/4/16
9/4/12,Won ,Sand King,56:19:00,11/3/24
8/4/12,Lost,Witch Doctor,46:53:00,7/10/07
8/4/12,Lost,Silencer,42:13:00,1/7/05
8/4/12,Won ,Shadow Demon,39:42:00,9/4/13
8/4/12,Lost,Storm Spirit,25:44:00,3/4/05
8/4/12,Won ,Sand King,37:53:00,6/2/12
7/4/12,Lost,Bounty Hunter,58:07:00,11/7/14
7/4/12,Lost,Doom,37:12:00,4/7/07
6/4/12,Won ,Sand King,27:07:00,1/4/09
6/4/12,Lost,Sand King,47:44:00,2/8/13
6/4/12,Won ,Sand King,57:58:00,7/10/26
5/4/12,Aban,Bounty Hunter,32:54:00,10/3/09
5/4/12,Lost,Sand King,51:05:00,8/10/23
4/4/12,Lost,Sand King,1:07:20,8/10/28
4/4/12,Won ,Bounty Hunter,47:37:00,18/8/08
3/4/12,Lost,Sand King,45:31:00,4/10/15
3/4/12,Won ,Clinkz,24:51:00,4/2/11
3/4/12,Won ,Sand King,33:55:00,6/5/09
3/4/12,Lost,Tiny,59:44:00,4/17/9
3/4/12,Won ,Pugna,41:05:00,3/4/12
2/4/12,Lost,Clinkz,49:27:00,11/8/06
2/4/12,Won ,Sand King,47:37:00,2/3/15
2/4/12,Won ,Sand King,45:27:00,8/4/20
1/4/12,Won ,Sand King,51:37:00,6/9/23
1/4/12,Lost,Sand King,1:06:01,5/9/21
31/3/12,Lost,Sand King,47:24:00,4/8/11
31/3/12,Lost,Earthshaker,35:02:00,7/12/12
31/3/12,Won ,Sand King,34:16:00,13/2/12
31/3/12,Lost,Invoker,43:30:00,3/6/05
30/3/12,Lost,Lone Druid,53:05:00,4/7/11
30/3/12,Lost,Leshrac,42:09:00,8/10/08
30/3/12,Won ,Lone Druid,45:52:00,12/8/16
30/3/12,Lost,Vengeful Spirit,14:33,1/4/01
30/3/12,Won ,Clinkz,46:50:00,24/2/07
29/3/12,Won ,Wraith King,21:20,1/2/01
16/7/16,Lost,Shadow Demon,52:36:00,7/8/09
29/3/12,Lost,Dragon Knight,25:06:00,1/11/02
29/3/12,Lost,Sven,37:09:00,2/7/04
29/3/12,Won ,Leshrac,42:20:00,8/5/21
28/3/12,Won ,Sven,45:13:00,12/6/11
28/3/12,Won ,Lycan,17:42,2/1/02
27/3/12,Won ,Sven,35:59:00,9/4/18
27/3/12,Lost,Bane,49:49:00,5/10/09
27/3/12,Won ,Witch Doctor,42:56:00,4/12/11
27/3/12,Won ,Lifestealer,44:00:00,10/7/13
27/3/12,Lost,Crystal Maiden,46:32:00,5/11/22
27/3/12,Lost,Bounty Hunter,44:20:00,1/11/05
27/3/12,Won ,Bounty Hunter,36:34:00,17/3/12
27/3/12,Won ,Sven,25:57:00,2/3/15
27/3/12,Lost,Sven,39:06:00,1/6/11
27/3/12,Lost,Wraith King,51:14:00,4/10/12
26/3/12,Won ,Windranger,34:24:00,2/2/13
26/3/12,Won ,Windranger,52:42:00,9/3/15
25/3/12,Won ,Leshrac,29:59:00,10/2/10
25/3/12,Lost,Sven,44:05:00,6/5/04
25/3/12,Lost,Clinkz,31:29:00,2/3/02
25/3/12,Lost,Sven,35:40:00,2/11/07
25/3/12,Lost,Slardar,45:06:00,0/4/8
25/3/12,Lost,Death Prophet,45:18:00,4/6/08
25/3/12,Won ,Doom,49:10:00,7/4/16
25/3/12,Won ,Sven,54:21:00,13/4/26
24/3/12,Lost,Dragon Knight,50:35:00,9/6/14
24/3/12,Won ,Ancient Apparition,47:49:00,6/4/22
24/3/12,Lost,Leshrac,40:08:00,3/9/11
24/3/12,Won ,Spirit Breaker,43:19:00,13/7/15
24/3/12,Won ,Lifestealer,43:53:00,16/6/20
24/3/12,Lost,Tiny,35:06:00,5/7/07
24/3/12,Won ,Crystal Maiden,25:53:00,4/2/23
24/3/12,Lost,Lifestealer,58:55:00,17/6/16
24/3/12,Won ,Dazzle,37:11:00,3/5/19
23/3/12,Won ,Omniknight,52:57:00,5/6/09
23/3/12,Won ,Clinkz,44:14:00,17/5/09
23/3/12,Won ,Sven,1:04:23,10/10/16
23/3/12,Won ,Clinkz,37:53:00,22/1/08
23/3/12,Lost,Tiny,53:51:00,9/13/25
23/3/12,Won ,Clinkz,41:40:00,14/2/04
22/3/12,Won ,Leshrac,47:22:00,14/7/14
22/3/12,Lost,Drow Ranger,53:53:00,9/9/10
22/3/12,Won ,Clinkz,29:00:00,7/2/04
22/3/12,Lost,Shadow Demon,37:03:00,3/9/13
22/3/12,Lost,Leshrac,46:13:00,3/8/04
22/3/12,Lost,Huskar,41:43:00,5/14/6
21/3/12,Won ,Leshrac,30:32:00,13/2/16
21/3/12,Won ,Shadow Demon,47:38:00,10/8/21
21/3/12,Lost,Leshrac,1:04:11,18/10/16
16/7/16,Won ,Clinkz,1:00:27,25/7/16
21/3/12,Won ,Clinkz,52:06:00,13/5/11
19/3/12,Lost,Doom,32:42:00,2/6/06
19/3/12,Won ,Wraith King,34:48:00,12/1/15
15/3/12,Lost,Wraith King,43:48:00,13/10/01
15/3/12,Won ,Axe,47:27:00,8/5/11
15/3/12,Won ,Tiny,1:06:20,11/11/21
15/3/12,Lost,Dragon Knight,35:29:00,1/6/07
15/3/12,Lost,Enigma,0:30,0/0/0
15/3/12,Won ,Clinkz,35:29:00,29/2/7
14/3/12,Won ,Tiny,20:52,9/1/01
14/3/12,Lost,Slardar,0:30,0/0/0
14/3/12,Won ,Lina,38:58:00,6/5/11
11/3/12,Lost,Lifestealer,39:44:00,1/9/03
11/3/12,Won ,Huskar,43:45:00,11/8/08
9/3/12,Lost,Lifestealer,29:09:00,0/5/3
9/3/12,Won ,Shadow Fiend,49:48:00,12/3/13
23/2/12,Lost,Clockwerk,46:25:00,2/12/11
21/2/12,Won ,Lifestealer,43:58:00,22/3/07
19/2/12,Lost,Puck,47:45:00,8/7/17
19/2/12,Lost,Lifestealer,42:30:00,13/7/12
16/2/12,Won ,Clinkz,40:48:00,18/2/06
14/2/12,Lost,Tiny,40:04:00,5/9/07
22/11/15,Won ,Slardar,31:37:00,2/4/15
22/11/15,Won ,Windranger,49:02:00,15/8/15
22/11/15,Won ,Ember Spirit,32:39:00,14/3/20
21/11/15,Won ,Puck,27:28:00,14/1/16
21/11/15,Won ,Sven,43:21:00,10/4/14
21/11/15,Won ,Slardar,38:27:00,2/8/24
15/11/15,Aban,Slardar,39:55:00,4/1/03
15/11/15,Won ,Enigma,54:49:00,6/7/26
14/11/15,Won ,Shadow Fiend,40:26:00,22/7/13
14/11/15,Lost,Slardar,34:41:00,3/11/10
14/11/15,Won ,Shadow Fiend,39:32:00,11/8/10
14/11/15,Won ,Slardar,57:29:00,4/7/21
11/11/15,Lost,Slardar,36:22:00,5/8/07
8/11/15,Won ,Slardar,42:35:00,3/4/17
8/11/15,Lost,Slardar,33:24:00,4/10/03
7/11/15,Lost,Ember Spirit,42:51:00,7/6/12
7/11/15,Won ,Shadow Fiend,33:33:00,11/4/11
7/11/15,Won ,Slardar,49:07:00,9/8/20
7/11/15,Won ,Slardar,35:56:00,3/3/11
6/11/15,Won ,Slardar,48:07:00,7/4/21
6/11/15,Won ,Slardar,46:16:00,4/10/08
6/11/15,Won ,Slardar,27:32:00,0/2/16
6/11/15,Lost,Mirana,25:53:00,0/9/6
6/11/15,Lost,Slardar,41:58:00,3/6/25
5/11/15,Lost,Slardar,1:11:31,3/12/22
5/11/15,Won ,Slardar,29:18:00,6/4/18
4/11/15,Won ,Slardar,37:52:00,6/6/14
4/11/15,Lost,Ember Spirit,37:11:00,8/6/12
4/11/15,Won ,Ember Spirit,36:19:00,16/2/19
3/11/15,Won ,Ember Spirit,25:14:00,12/4/21
3/11/15,Won ,Slardar,39:59:00,6/8/22
2/11/15,Lost,Slardar,58:14:00,7/11/29
2/11/15,Won ,Shadow Fiend,36:30:00,12/5/17
31/10/15,Lost,Mirana,44:01:00,6/8/12
31/10/15,Lost,Phoenix,35:52:00,6/10/11
31/10/15,Won ,Shadow Fiend,33:39:00,15/1/12
30/10/15,Won ,Ember Spirit,26:36:00,10/1/13
29/10/15,Won ,Ember Spirit,46:36:00,25/2/08
29/10/15,Lost,Anti-Mage,39:16:00,4/3/07
28/10/15,Lost,Shadow Fiend,46:10:00,18/10/19
28/10/15,Won ,Mirana,47:22:00,7/5/13
27/10/15,Lost,Slardar,43:29:00,6/10/08
27/10/15,Won ,Juggernaut,45:04:00,7/6/10
22/10/15,Won ,Shadow Fiend,37:18:00,17/3/10
18/10/15,Lost,Shadow Fiend,27:00:00,4/9/09
17/10/15,Won ,Phoenix,40:50:00,8/10/22
17/10/15,Won ,Ember Spirit,30:44:00,24/1/17
17/10/15,Won ,Shadow Fiend,37:27:00,6/3/07
16/10/15,Lost,Shadow Fiend,56:27:00,10/11/14
16/10/15,Lost,Phoenix,29:18:00,2/6/13
22/11/15,Lost,Winter Wyvern,36:52:00,3/14/11
16/10/15,Lost,Shadow Demon,25:06:00,2/6/02
16/10/15,Lost,Phoenix,42:27:00,6/7/20
16/10/15,Won ,Ember Spirit,33:27:00,20/2/11
15/10/15,Won ,Kunkka,40:15:00,1/6/13
15/10/15,Won ,Puck,41:18:00,8/4/16
15/10/15,Won ,Phoenix,35:34:00,7/3/14
14/10/15,Won ,Shadow Fiend,33:04:00,17/7/17
14/10/15,Won ,Winter Wyvern,33:01:00,3/5/21
14/10/15,Lost,Alchemist,30:52:00,2/9/06
14/10/15,Won ,Shadow Fiend,59:37:00,12/11/18
14/10/15,Lost,Nature's Prophet,47:54:00,4/12/15
14/10/15,Lost,Magnus,38:35:00,6/11/13
14/10/15,Won ,Shadow Fiend,31:27:00,10/5/14
13/10/15,Lost,Nature's Prophet,38:04:00,2/9/01
13/10/15,Won ,Shadow Fiend,37:28:00,9/4/16
12/10/15,Lost,Windranger,38:59:00,4/13/5
12/10/15,Won ,Phoenix,45:40:00,9/5/26
12/10/15,Won ,Alchemist,44:29:00,8/6/24
12/10/15,Lost,Phoenix,54:57:00,7/8/15
11/10/15,Lost,Shadow Fiend,44:34:00,9/7/10
11/10/15,Lost,Shadow Fiend,23:45,7/9/01
11/10/15,Lost,Nature's Prophet,46:14:00,7/13/14
11/10/15,Lost,Ember Spirit,7:46,0/3/0
10/10/15,Won ,Phoenix,1:00:49,8/10/25
9/10/15,Won ,Shadow Fiend,33:37:00,14/9/15
9/10/15,Won ,Shadow Fiend,34:00:00,9/4/06
9/10/15,Won ,Lone Druid,49:20:00,11/9/16
8/10/15,Won ,Ember Spirit,56:27:00,18/5/24
8/10/15,Won ,Phoenix,56:41:00,6/10/21
7/10/15,Won ,Phoenix,47:29:00,7/7/17
6/10/15,Lost,Dragon Knight,37:04:00,3/6/07
6/10/15,Won ,Shadow Fiend,34:03:00,12/4/06
5/10/15,Lost,Shadow Fiend,29:35:00,4/13/4
5/10/15,Won ,Phoenix,39:57:00,5/1/27
5/10/15,Lost,Phoenix,47:07:00,9/9/15
5/10/15,Won ,Queen of Pain,42:58:00,4/5/14
4/10/15,Won ,Shadow Fiend,36:29:00,10/5/10
4/10/15,Won ,Windranger,39:18:00,11/6/14
3/10/15,Lost,Lina,49:06:00,2/12/17
3/10/15,Won ,Shadow Fiend,39:00:00,7/4/12
3/10/15,Won ,Templar Assassin,35:33:00,10/3/13
3/10/15,Won ,Lina,36:18:00,8/3/15
3/10/15,Won ,Phoenix,33:21:00,1/2/13
3/10/15,Lost,Phoenix,33:25:00,7/9/07
2/10/15,Won ,Omniknight,45:49:00,2/9/08
2/10/15,Won ,Shadow Fiend,47:09:00,2/10/16
2/10/15,Lost,Phoenix,49:18:00,6/15/20
1/10/15,Won ,Clockwerk,57:14:00,9/9/15
1/10/15,Lost,Phoenix,41:16:00,7/7/09
22/11/15,Won ,Phoenix,43:48:00,7/6/13
30/9/15,Won ,Phoenix,36:10:00,5/1/19
30/9/15,Won ,Phoenix,48:08:00,4/6/10
30/9/15,Lost,Shadow Fiend,22:05,3/4/03
29/9/15,Won ,Phoenix,33:53:00,5/5/25
29/9/15,Lost,Enchantress,1:08:55,7/16/8
29/9/15,Won ,Phoenix,52:41:00,9/9/29
28/9/15,Won ,Lina,25:23:00,1/3/08
25/9/15,Lost,Windranger,36:16:00,5/8/08
24/9/15,Won ,Enigma,45:58:00,2/3/27
24/9/15,Won ,Shadow Fiend,27:11:00,6/1/16
24/9/15,Lost,Earthshaker,38:20:00,0/11/12
24/9/15,Won ,Windranger,44:29:00,19/5/16
23/9/15,Won ,Anti-Mage,26:39:00,3/3/08
23/9/15,Won ,Shadow Fiend,25:03:00,10/0/12
23/9/15,Won ,Windranger,26:50:00,18/0/7
22/9/15,Lost,Sand King,41:55:00,5/5/12
22/9/15,Lost,Tusk,38:28:00,3/5/15
21/9/15,Lost,Storm Spirit,47:35:00,9/8/13
21/9/15,Won ,Storm Spirit,43:44:00,3/8/10
21/9/15,Won ,Anti-Mage,43:12:00,8/5/14
21/9/15,Won ,Earthshaker,50:57:00,9/6/21
21/9/15,Lost,Windranger,45:37:00,9/5/15
20/9/15,Lost,Legion Commander,35:46:00,4/5/09
19/9/15,Won ,Anti-Mage,36:08:00,8/3/15
19/9/15,Won ,Anti-Mage,29:22:00,10/0/6
19/9/15,Won ,Axe,32:03:00,15/7/16
19/9/15,Won ,Lina,26:45:00,8/6/14
19/9/15,Won ,Windranger,51:00:00,11/6/09
19/9/15,Won ,Earthshaker,43:07:00,7/5/24
19/9/15,Lost,Windranger,1:08:56,18/7/10
18/9/15,Lost,Lina,54:17:00,13/10/14
18/9/15,Won ,Shadow Fiend,27:35:00,8/4/14
18/9/15,Lost,Windranger,47:58:00,9/7/08
18/9/15,Lost,Earthshaker,28:36:00,4/4/05
18/9/15,Lost,Phoenix,17:09,5/3/01
18/9/15,Lost,Bristleback,30:55:00,2/13/6
18/9/15,Lost,Phoenix,32:19:00,5/8/10
17/9/15,Won ,Storm Spirit,27:04:00,10/2/11
17/9/15,Lost,Earthshaker,52:31:00,3/13/26
17/9/15,Lost,Zeus,37:48:00,3/7/07
17/9/15,Won ,Shadow Fiend,34:00:00,7/2/04
17/9/15,Lost,Enigma,46:26:00,1/15/12
16/9/15,Won ,Shadow Fiend,14:17,4/3/00
16/9/15,Won ,Tusk,41:10:00,10/6/18
16/9/15,Lost,Windranger,51:52:00,20/5/13
16/9/15,Lost,Clockwerk,44:57:00,9/11/20
16/9/15,Won ,Earthshaker,39:21:00,5/3/22
16/9/15,Won ,Ember Spirit,38:55:00,22/1/27
15/9/15,Won ,Tusk,48:20:00,8/12/23
22/11/15,Won ,Anti-Mage,38:27:00,6/3/12
15/9/15,Lost,Earth Spirit,38:26:00,0/11/10
15/9/15,Lost,Ember Spirit,42:14:00,13/5/17
15/9/15,Won ,Anti-Mage,46:25:00,4/0/4
14/9/15,Won ,Ember Spirit,44:43:00,13/6/10
14/9/15,Won ,Ember Spirit,55:02:00,12/9/20
12/9/15,Lost,Shadow Fiend,40:29:00,10/11/11
11/9/15,Won ,Earth Spirit,42:41:00,5/6/23
11/9/15,Won ,Phoenix,36:17:00,5/5/16
11/9/15,Won ,Shadow Fiend,37:35:00,20/5/15
10/9/15,Lost,Ember Spirit,36:47:00,6/8/07
10/9/15,Lost,Anti-Mage,38:37:00,8/5/10
10/9/15,Won ,Shadow Fiend,32:55:00,17/4/09
9/9/15,Won ,Zeus,57:32:00,13/7/26
7/9/15,Won ,Ember Spirit,28:20:00,15/6/19
7/9/15,Won ,Lina,39:46:00,23/1/15
7/9/15,Lost,Ember Spirit,54:48:00,15/4/11
7/9/15,Won ,Shadow Fiend,49:46:00,11/7/22
6/9/15,Won ,Ember Spirit,28:32:00,15/0/18
6/9/15,Won ,Shadow Fiend,22:15,9/0/9
6/9/15,Won ,Ember Spirit,36:19:00,11/1/29
6/9/15,Lost,Ember Spirit,11:27,6/1/01
6/9/15,Won ,Lina,37:53:00,20/10/15
6/9/15,Won ,Ember Spirit,26:15:00,10/1/16
6/9/15,Won ,Earthshaker,37:00:00,8/5/15
6/9/15,Won ,Anti-Mage,28:52:00,5/2/14
6/9/15,Lost,Ember Spirit,45:34:00,7/6/14
5/9/15,Won ,Ember Spirit,33:12:00,16/1/20
5/9/15,Won ,Earthshaker,44:20:00,2/17/15
5/9/15,Won ,Tusk,27:30:00,6/7/14
5/9/15,Won ,Ember Spirit,25:26:00,13/2/28
5/9/15,Won ,Shadow Fiend,59:20:00,19/12/14
4/9/15,Won ,Leshrac,33:04:00,16/2/16
4/9/15,Lost,Crystal Maiden,22:31,0/10/4
4/9/15,Won ,Shadow Fiend,46:42:00,9/10/18
4/9/15,Lost,Lina,51:19:00,11/10/12
4/9/15,Lost,Lion,1:05:54,0/13/17
4/9/15,Won ,Anti-Mage,39:51:00,7/3/03
3/9/15,Lost,Storm Spirit,40:16:00,6/6/09
3/9/15,Lost,Anti-Mage,27:02:00,1/6/01
3/9/15,Won ,Luna,1:48,1/0/0
3/9/15,Won ,Anti-Mage,56:42:00,4/7/10
3/9/15,Won ,Lina,40:20:00,7/7/21
3/9/15,Lost,Anti-Mage,25:08:00,4/4/03
2/9/15,Lost,Anti-Mage,45:15:00,10/6/03
2/9/15,Won ,Ember Spirit,49:42:00,7/14/21
1/9/15,Lost,Ember Spirit,19:27,2/5/01
31/8/15,Lost,Shadow Fiend,39:02:00,9/10/07
30/8/15,Won ,Lina,40:01:00,16/4/15
30/8/15,Lost,Ember Spirit,26:26:00,1/6/03
22/11/15,Lost,Storm Spirit,31:00:00,2/5/09
30/8/15,Lost,Storm Spirit,33:45:00,3/9/05
29/8/15,Lost,Storm Spirit,49:43:00,23/6/09
29/8/15,Won ,Shadow Fiend,40:08:00,18/7/14
25/8/15,Lost,Earth Spirit,47:06:00,11/9/17
